Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Dormammu,253,1,,29,Dormammu,Dormammu,DORMAMMU,Demons,,,,Demons,,,Neutral,,29,Normal,,1,1,505,205.5592346,8994.427734
Mephisto,253,2,Mephisto,68,Mephisto,Dormammu,MEPHISTO,Demons,,,Demons,Demons,,,Neutral,Relationship with Dormammu - ,29,Normal,,1,1,506,3449.022217,8433.736328
Dormammu,254,1,,29,Dormammu,Dormammu,DORMAMMU,Dark Empowerment,,,,Dark Empowerment,,,Neutral,,29,Normal,,1,1,507,205.5592346,8994.427734
Mordo,254,2,Mordo,70,Mordo,Dormammu,MORDO,Dark Empowerment,,,Dark Empowerment,Dark Empowerment,,,Neutral,Relationship with Dormammu - ,29,Normal,,1,1,508,7167.004883,8176.752441
Dormammu,255,1,,29,Dormammu,Dormammu,DORMAMMU,Inseparable,,,,,,Inseparable,Positive,,29,Perfect,,1,1,509,205.5592346,8994.427734
The Hood,255,2,The Hood,43,The Hood,Dormammu,THE HOOD,Inseparable,,,,,Inseparable,Inseparable,Positive,Relationship with Dormammu - ,29,Perfect,,1,1,510,4002.76416,3410.873779
Drax,256,1,,30,Drax,Drax,DRAX,Teammates,,,,,,Teammates,Positive,,30,Normal,,1,1,511,3401.558594,8223.476563
Agent Venom,256,2,Agent Venom,2,Agent Venom,Drax,AGENT VENOM,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Drax - ,30,Normal,,1,1,512,3876.19458,8527.18457
Drax,257,1,,30,Drax,Drax,DRAX,Rivals,,Rivals,,,,,Negative,,30,Reciprocal,,1,1,513,3401.558594,8223.476563
Gamora,257,2,Gamora,35,Gamora,Drax,GAMORA,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Drax - ,30,Reciprocal,,1,1,514,9318.688477,5116.310547
Drax,258,1,,30,Drax,Drax,DRAX,Teammates,,,,,,Teammates,Positive,,30,Normal,,1,1,515,3401.558594,8223.476563
Groot,258,2,Groot,38,Groot,Drax,GROOT,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Drax - ,30,Normal,,1,1,516,8432.701172,2406.301514
Drax,259,1,,30,Drax,Drax,DRAX,Enemies,,Enemies,,,,,Negative,,30,Normal,,1,1,517,3401.558594,8223.476563
Nebula,259,2,Nebula,74,Nebula,Drax,NEBULA,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Drax - ,30,Normal,,1,1,518,2389.001465,3574.408936
Drax,260,1,,30,Drax,Drax,DRAX,Teammates,,,,,,Teammates,Positive,,30,Normal,,1,1,519,3401.558594,8223.476563
Rocket Raccoon,260,2,Rocket Raccoon,84,Rocket Raccoon,Drax,ROCKET RACCOON,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Drax - ,30,Normal,,1,1,520,4081.870361,6214.331543
Drax,261,1,,30,Drax,Drax,DRAX,Enemies,,Enemies,,,,,Negative,,30,Normal,,1,1,521,3401.558594,8223.476563
Ronan,261,2,Ronan,86,Ronan,Drax,RONAN,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Drax - ,30,Normal,,1,1,522,8907.336914,9087.875977
Drax,262,1,,30,Drax,Drax,DRAX,Teammates,,,,,,Teammates,Positive,,30,Reciprocal,,1,1,523,3401.558594,8223.476563
Star-Lord,262,2,Star-Lord,96,Star-Lord,Drax,STAR-LORD,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Drax - ,30,Reciprocal,,1,1,524,1075.841797,1331.642578
Electro,263,1,,31,Electro,Electro,ELECTRO,Particle Physics,,,,Particle Physics,,,Neutral,,31,Normal,,1,1,525,9302.867188,4742.516113
Doctor Octopus,263,2,Doctor Octopus,26,Doctor Octopus,Electro,DOCTOR OCTOPUS,Particle Physics,,,Particle Physics,Particle Physics,,,Neutral,Relationship with Electro - ,31,Normal,,1,1,526,1455.550659,5069.586426
Electro,264,1,,31,Electro,Electro,ELECTRO,Electric Supercharge,,,,Electric Supercharge,,,Neutral,,31,Normal,,1,1,527,9302.867188,4742.516113
Green Goblin,264,2,Green Goblin,37,Green Goblin,Electro,GREEN GOBLIN,Electric Supercharge,,,Electric Supercharge,Electric Supercharge,,,Neutral,Relationship with Electro - ,31,Normal,,1,1,528,9635.112305,1892.334106
Electro,265,1,,31,Electro,Electro,ELECTRO,Friends,,,,,,Friends,Positive,,31,Perfect,,1,1,529,9302.867188,4742.516113
Rhino,265,2,Rhino,83,Rhino,Electro,RHINO,Friends,,,,,Friends,Friends,Positive,Relationship with Electro - ,31,Perfect,,1,1,530,7942.243652,9485.032227
Electro,266,1,,31,Electro,Electro,ELECTRO,Science Research,,,,Science Research,,,Neutral,,31,Normal,,1,1,531,9302.867188,4742.516113
Sentinel,266,2,Sentinel,88,Sentinel,Electro,SENTINEL,Science Research,,,Science Research,Science Research,,,Neutral,Relationship with Electro - ,31,Normal,,1,1,532,6866.401855,3270.700928
Electro,267,1,,31,Electro,Electro,ELECTRO,Nemesis,,Nemesis,,,,,Negative,,31,Perfect,,1,1,533,9302.867188,4742.516113
Spider-Man (Classic),267,2,Spider-Man (Classic),92,Spider-Man (Classic),Electro,SPIDER-MAN (CLASSIC),Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Electro - ,31,Perfect,,1,1,534,2705.425537,9438.308594
Electro,268,1,,31,Electro,Electro,ELECTRO,Enemies,,Enemies,,,,,Negative,,31,Reciprocal,,1,1,535,9302.867188,4742.516113
Spider-Man (Miles Morales),268,2,Spider-Man (Miles Morales),93,Spider-Man (Miles Morales),Electro,SPIDER-MAN (MILES MORALES),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Electro - ,31,Reciprocal,,1,1,536,5268.460449,4462.17041
Electro,269,1,,31,Electro,Electro,ELECTRO,Enemies,,Enemies,,,,,Negative,,31,Normal,,1,1,537,9302.867188,4742.516113
Spider-Man (Symbiote),269,2,Spider-Man (Symbiote),95,Spider-Man (Symbiote),Electro,SPIDER-MAN (SYMBIOTE),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Electro - ,31,Normal,,1,1,538,5474.13623,7102.093262
Electro,270,1,,31,Electro,Electro,ELECTRO,Teammates,,,,,,Teammates,Positive,,31,Perfect,,1,1,539,9302.867188,4742.516113
Venom,270,2,Venom,107,Venom,Electro,VENOM,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Electro - ,31,Perfect,,1,1,540,2404.822754,9508.394531
Electro,271,1,,31,Electro,Electro,ELECTRO,Teammates,,,,,,Teammates,Positive,,31,Normal,,1,1,541,9302.867188,4742.516113
Vulture,271,2,Vulture,112,Vulture,Electro,VULTURE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Electro - ,31,Normal,,1,1,542,2768.710449,3854.754639
Elektra,272,1,,32,Elektra,Elektra,ELEKTRA,Rivals,,Rivals,,,,,Negative,,32,Normal,,1,1,543,5078.605957,7032.006836
Black Widow,272,2,Black Widow,10,Black Widow,Elektra,BLACK WIDOW,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Elektra - ,32,Normal,,1,1,544,3148.419189,2359.577148
Elektra,273,1,,32,Elektra,Elektra,ELEKTRA,Romance,,,,,,Romance,Positive,,32,Reciprocal,,1,1,545,5078.605957,7032.006836
Daredevil,273,2,Daredevil,22,Daredevil,Elektra,DAREDEVIL,Romance,,,,,Romance,Romance,Positive,Relationship with Elektra - ,32,Reciprocal,,1,1,546,8132.098145,6354.504883
Elektra,274,1,,32,Elektra,Elektra,ELEKTRA,Romance,,,,,,Romance,Positive,,32,Reciprocal,,1,1,547,5078.605957,7032.006836
Daredevil (Classic),274,2,Daredevil (Classic),23,Daredevil (Classic),Elektra,DAREDEVIL (CLASSIC),Romance,,,,,Romance,Romance,Positive,Relationship with Elektra - ,32,Reciprocal,,1,1,548,6106.984375,8316.924805
Elektra,275,1,,32,Elektra,Elektra,ELEKTRA,Teammates,,,,,,Teammates,Positive,,32,Normal,,1,1,549,5078.605957,7032.006836
Deadpool,275,2,Deadpool,24,Deadpool,Elektra,DEADPOOL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Elektra - ,32,Normal,,1,1,550,3543.949463,4228.548828
Elektra,276,1,,32,Elektra,Elektra,ELEKTRA,Teammates,,,,,,Teammates,Positive,,32,Normal,,1,1,551,5078.605957,7032.006836
Deadpool (X-Force),276,2,Deadpool (X-Force),25,Deadpool (X-Force),Elektra,DEADPOOL (X-FORCE),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Elektra - ,32,Normal,,1,1,552,9255.40332,5022.862305
Elektra,277,1,,32,Elektra,Elektra,ELEKTRA,Teammates,,,,,,Teammates,Positive,,32,Normal,,1,1,553,5078.605957,7032.006836
Ghost Rider,277,2,Ghost Rider,36,Ghost Rider,Elektra,GHOST RIDER,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Elektra - ,32,Normal,,1,1,554,6043.699219,6611.488281
Elektra,278,1,,32,Elektra,Elektra,ELEKTRA,Defenders Destroyer,,,,Defenders Destroyer,,,Neutral,,32,Normal,,1,1,555,5078.605957,7032.006836
Kingpin,278,2,Kingpin,60,Kingpin,Elektra,KINGPIN,Defenders Destroyer,,,Defenders Destroyer,Defenders Destroyer,,,Neutral,Relationship with Elektra - ,32,Normal,,1,1,556,9650.933594,3410.873779
Elektra,279,1,,32,Elektra,Elektra,ELEKTRA,Thunderbolts,,,,Thunderbolts,,,Neutral,,32,Normal,,1,1,557,5078.605957,7032.006836
Red Hulk,279,2,Red Hulk,82,Red Hulk,Elektra,RED HULK,Thunderbolts,,,Thunderbolts,Thunderbolts,,,Neutral,Relationship with Elektra - ,32,Normal,,1,1,558,5410.851074,537.3294678
Elektra,280,1,,32,Elektra,Elektra,ELEKTRA,Friends,,,,,,Friends,Positive,,32,Normal,,1,1,559,5078.605957,7032.006836
Wolverine,280,2,Wolverine,115,Wolverine,Elektra,WOLVERINE,Friends,,,,,Friends,Friends,Positive,Relationship with Elektra - ,32,Normal,,1,1,560,1012.556946,6377.866699
Falcon,281,1,,33,Falcon,Falcon,FALCON,Teammates,,,,,,Teammates,Positive,,33,Normal,,1,1,561,7942.243652,376.3567505
Ant-Man,281,2,Ant-Man,4,Ant-Man,Falcon,ANT-MAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Falcon - ,33,Normal,,1,1,562,8227.025391,9578.481445
Falcon,282,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,563,7942.243652,376.3567505
Black Panther (Civil War),282,2,Black Panther (Civil War),9,Black Panther (Civil War),Falcon,BLACK PANTHER (CIVIL WAR),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,564,237.3180389,8316.924805
Falcon,283,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,565,7942.243652,376.3567505
Black Widow,283,2,Black Widow,10,Black Widow,Falcon,BLACK WIDOW,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,566,3148.419189,2359.577148
Falcon,284,1,,33,Falcon,Falcon,FALCON,Friends,,,,,,Friends,Positive,,33,Normal,,1,1,567,7942.243652,376.3567505
Captain America,284,2,Captain America,13,Captain America,Falcon,CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Falcon - ,33,Normal,,1,1,568,7878.958984,6961.92041
Falcon,285,1,,33,Falcon,Falcon,FALCON,Friends,,,,,,Friends,Positive,,33,Normal,,1,1,569,7942.243652,376.3567505
Captain America (WWII),285,2,Captain America (WWII),14,Captain America (WWII),Falcon,CAPTAIN AMERICA (WWII),Friends,,,,,Friends,Friends,Positive,Relationship with Falcon - ,33,Normal,,1,1,570,8290.310547,6050.796875
Falcon,286,1,,33,Falcon,Falcon,FALCON,Friends,,,,,,Friends,Positive,,33,Normal,,1,1,571,7942.243652,376.3567505
Civil Warrior,286,2,Civil Warrior,17,Civil Warrior,Falcon,CIVIL WARRIOR,Friends,,,,,Friends,Friends,Positive,Relationship with Falcon - ,33,Normal,,1,1,572,7420.144043,2663.285156
Falcon,287,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,573,7942.243652,376.3567505
Crossbones,287,2,Crossbones,19,Crossbones,Falcon,CROSSBONES,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,574,5648.169434,373.7944031
Falcon,288,1,,33,Falcon,Falcon,FALCON,Teammates,,,,,,Teammates,Positive,,33,Normal,,1,1,575,7942.243652,376.3567505
Hawkeye,288,2,Hawkeye,41,Hawkeye,Falcon,HAWKEYE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Falcon - ,33,Normal,,1,1,576,7103.719727,4532.256836
Falcon,289,1,,33,Falcon,Falcon,FALCON,Nemesis,,Nemesis,,,,,Negative,,33,Normal,,1,1,577,7942.243652,376.3567505
M.O.D.O.K.,289,2,M.O.D.O.K.,63,M.O.D.O.K.,Falcon,M.O.D.O.K.,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,578,5980.414551,537.3294678
Falcon,290,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,579,7942.243652,376.3567505
Mordo,290,2,Mordo,70,Mordo,Falcon,MORDO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,580,7167.004883,8176.752441
Falcon,291,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,581,7942.243652,376.3567505
Vision (Age of Ultron),291,2,Vision (Age of Ultron),110,Vision (Age of Ultron),Falcon,VISION (AGE OF ULTRON),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,582,316.4240417,7288.990723
Falcon,292,1,,33,Falcon,Falcon,FALCON,Enemies,,Enemies,,,,,Negative,,33,Normal,,1,1,583,7942.243652,376.3567505
War Machine,292,2,War Machine,113,War Machine,Falcon,WAR MACHINE,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Falcon - ,33,Normal,,1,1,584,6122.805176,4228.548828
Gambit,293,1,,34,Gambit,Gambit,GAMBIT,Friends,,,,,,Friends,Positive,,34,Normal,,1,1,585,2214.968262,7873.044434
Wolverine (X-23),293,2,Wolverine (X-23),116,Wolverine (X-23),Gambit,WOLVERINE (X-23),Friends,,,,,Friends,Friends,Positive,Relationship with Gambit - ,34,Normal,,1,1,586,2705.425537,7452.525879
Gambit,294,1,,34,Gambit,Gambit,GAMBIT,Teammates,,,,,,Teammates,Positive,,34,Normal,,1,1,587,2214.968262,7873.044434
Nightcrawler,294,2,Nightcrawler,75,Nightcrawler,Gambit,NIGHTCRAWLER,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gambit - ,34,Normal,,1,1,588,4509.04248,2733.371582
Gambit,295,1,,34,Gambit,Gambit,GAMBIT,Teammates,,,,,,Teammates,Positive,,34,Perfect,,1,1,589,2214.968262,7873.044434
Beast,295,2,Beast,6,Beast,Gambit,BEAST,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gambit - ,34,Perfect,,1,1,590,7657.461914,9251.411133
Gambit,296,1,,34,Gambit,Gambit,GAMBIT,Enemies,,Enemies,,,,,Negative,,34,Normal,,1,1,591,2214.968262,7873.044434
Magneto,296,2,Magneto,65,Magneto,Gambit,MAGNETO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Gambit - ,34,Normal,,1,1,592,9619.291016,5420.018555
Gambit,297,1,,34,Gambit,Gambit,GAMBIT,Romance,,,,,,Romance,Positive,,34,Normal,,1,1,593,2214.968262,7873.044434
Rogue,297,2,Rogue,85,Rogue,Gambit,ROGUE,Romance,,,,,Romance,Romance,Positive,Relationship with Gambit - ,34,Normal,,1,1,594,221.4968414,2639.922852
Gamora,298,1,,35,Gamora,Gamora,GAMORA,Teammates,,,,,,Teammates,Positive,,35,Normal,,1,1,595,9318.688477,5116.310547
Agent Venom,298,2,Agent Venom,2,Agent Venom,Gamora,AGENT VENOM,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gamora - ,35,Normal,,1,1,596,3876.19458,8527.18457
Gamora,299,1,,35,Gamora,Gamora,GAMORA,Friends,,,,,,Friends,Positive,,35,Normal,,1,1,597,9318.688477,5116.310547
Angela,299,2,Angela,3,Angela,Gamora,ANGELA,Friends,,,,,Friends,Friends,Positive,Relationship with Gamora - ,35,Normal,,1,1,598,7056.256348,3901.479004
Gamora,300,1,,35,Gamora,Gamora,GAMORA,Friends,,,,,,Friends,Positive,,35,Normal,,1,1,599,9318.688477,5116.310547
Captain Marvel,300,2,Captain Marvel,15,Captain Marvel,Gamora,CAPTAIN MARVEL,Friends,,,,,Friends,Friends,Positive,Relationship with Gamora - ,35,Normal,,1,1,600,1534.656616,1541.901855
Gamora,301,1,,35,Gamora,Gamora,GAMORA,Rivals,,Rivals,,,,,Negative,,35,Reciprocal,,1,1,601,9318.688477,5116.310547
Drax,301,2,Drax,30,Drax,Gamora,DRAX,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Gamora - ,35,Reciprocal,,1,1,602,3401.558594,8223.476563
Gamora,302,1,,35,Gamora,Gamora,GAMORA,Teammates,,,,,,Teammates,Positive,,35,Normal,,1,1,603,9318.688477,5116.310547
Groot,302,2,Groot,38,Groot,Gamora,GROOT,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gamora - ,35,Normal,,1,1,604,8432.701172,2406.301514
Gamora,303,1,,35,Gamora,Gamora,GAMORA,Rivals,,Rivals,,,,,Negative,,35,Perfect,,1,1,605,9318.688477,5116.310547
Nebula,303,2,Nebula,74,Nebula,Gamora,NEBULA,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Gamora - ,35,Perfect,,1,1,606,2389.001465,3574.408936
Gamora,304,1,,35,Gamora,Gamora,GAMORA,Teammates,,,,,,Teammates,Positive,,35,Normal,,1,1,607,9318.688477,5116.310547
Phoenix,304,2,Phoenix,77,Phoenix,Gamora,PHOENIX,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gamora - ,35,Normal,,1,1,608,870.1661377,5233.121582
Gamora,305,1,,35,Gamora,Gamora,GAMORA,Teammates,,,,,,Teammates,Positive,,35,Normal,,1,1,609,9318.688477,5116.310547
Rocket Raccoon,305,2,Rocket Raccoon,84,Rocket Raccoon,Gamora,ROCKET RACCOON,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Gamora - ,35,Normal,,1,1,610,4081.870361,6214.331543
Gamora,306,1,,35,Gamora,Gamora,GAMORA,Rivals,,Rivals,,,,,Negative,,35,Normal,,1,1,611,9318.688477,5116.310547
Ronan,306,2,Ronan,86,Ronan,Gamora,RONAN,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Gamora - ,35,Normal,,1,1,612,8907.336914,9087.875977
Gamora,307,1,,35,Gamora,Gamora,GAMORA,Friends,,,,,,Friends,Positive,,35,Normal,,1,1,613,9318.688477,5116.310547
She-Hulk,307,2,She-Hulk,90,She-Hulk,Gamora,SHE-HULK,Friends,,,,,Friends,Friends,Positive,Relationship with Gamora - ,35,Normal,,1,1,614,3164.240479,9648.719727
Gamora,308,1,,35,Gamora,Gamora,GAMORA,Friends,,,,,,Friends,Positive,,35,Perfect,,1,1,615,9318.688477,5116.310547
Star-Lord,308,2,Star-Lord,96,Star-Lord,Gamora,STAR-LORD,Friends,,,,,Friends,Friends,Positive,Relationship with Gamora - ,35,Perfect,,1,1,616,1075.841797,1331.642578
Gamora,309,1,,35,Gamora,Gamora,GAMORA,Family,,,,,,Family,Positive,,35,Normal,,1,1,617,9318.688477,5116.310547
Thanos,309,2,Thanos,100,Thanos,Gamora,THANOS,Family,,,,,Family,Family,Positive,Relationship with Gamora - ,35,Normal,,1,1,618,4762.182129,7569.336426
Ghost Rider,310,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Teammates,,,,,,Teammates,Positive,,36,Normal,,1,1,619,6043.699219,6611.488281
Archangel,310,2,Archangel,5,Archangel,Ghost Rider,ARCHANGEL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ghost Rider - ,36,Normal,,1,1,620,553.7420654,7032.006836
Ghost Rider,311,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Spirit Of Justice,,,,Spirit Of Justice,,,Neutral,,36,Normal,,1,1,621,6043.699219,6611.488281
Blade,311,2,Blade,11,Blade,Ghost Rider,BLADE,Spirit Of Justice,,,Spirit Of Justice,Spirit Of Justice,,,Neutral,Relationship with Ghost Rider - ,36,Normal,,1,1,622,8796.588867,8807.530273
Ghost Rider,312,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Teammates,,,,,,Teammates,Positive,,36,Normal,,1,1,623,6043.699219,6611.488281
Deadpool,312,2,Deadpool,24,Deadpool,Ghost Rider,DEADPOOL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ghost Rider - ,36,Normal,,1,1,624,3543.949463,4228.548828
Ghost Rider,313,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Teammates,,,,,,Teammates,Positive,,36,Normal,,1,1,625,6043.699219,6611.488281
Elektra,313,2,Elektra,32,Elektra,Ghost Rider,ELEKTRA,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ghost Rider - ,36,Normal,,1,1,626,5078.605957,7032.006836
Ghost Rider,314,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Teammates,,,,,,Teammates,Positive,,36,Normal,,1,1,627,6043.699219,6611.488281
Iceman,314,2,Iceman,49,Iceman,Ghost Rider,ICEMAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ghost Rider - ,36,Normal,,1,1,628,8717.482422,4298.635742
Ghost Rider,315,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Pact With A Demon,,,,Pact With A Demon,,,Neutral,,36,Normal,,1,1,629,6043.699219,6611.488281
Mephisto,315,2,Mephisto,68,Mephisto,Ghost Rider,MEPHISTO,Pact With A Demon,,,Pact With A Demon,Pact With A Demon,,,Neutral,Relationship with Ghost Rider - ,36,Normal,,1,1,630,3449.022217,8433.736328
Ghost Rider,316,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Rivals,,Rivals,,,,,Negative,,36,Normal,,1,1,631,6043.699219,6611.488281
Punisher,316,2,Punisher,79,Punisher,Ghost Rider,PUNISHER,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Ghost Rider - ,36,Normal,,1,1,632,1392.265869,8784.167969
Ghost Rider,317,1,,36,Ghost Rider,Ghost Rider,GHOST RIDER,Teammates,,,,,,Teammates,Positive,,36,Normal,,1,1,633,6043.699219,6611.488281
Wolverine (X-23),317,2,Wolverine (X-23),116,Wolverine (X-23),Ghost Rider,WOLVERINE (X-23),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ghost Rider - ,36,Normal,,1,1,634,2705.425537,7452.525879
Green Goblin,318,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Electric Supercharge,,,,Electric Supercharge,,,Neutral,,37,Normal,,1,1,635,9635.112305,1892.334106
Electro,318,2,Electro,31,Electro,Green Goblin,ELECTRO,Electric Supercharge,,,Electric Supercharge,Electric Supercharge,,,Neutral,Relationship with Green Goblin - ,37,Normal,,1,1,636,9302.867188,4742.516113
Green Goblin,319,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Split Personality,,,,Split Personality,,,Neutral,,37,Normal,,1,1,637,9635.112305,1892.334106
Iron Patriot,319,2,Iron Patriot,53,Iron Patriot,Green Goblin,IRON PATRIOT,Split Personality,,,Split Personality,Split Personality,,,Neutral,Relationship with Green Goblin - ,37,Normal,,1,1,638,316.4240417,2546.474365
Green Goblin,320,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Tech Advancement,,,,Tech Advancement,,,Neutral,,37,Normal,,1,1,639,9635.112305,1892.334106
Sentinel,320,2,Sentinel,88,Sentinel,Green Goblin,SENTINEL,Tech Advancement,,,Tech Advancement,Tech Advancement,,,Neutral,Relationship with Green Goblin - ,37,Normal,,1,1,640,6866.401855,3270.700928
Green Goblin,321,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Seething Hatred,,Seething Hatred,,,,,Negative,,37,Normal,,1,1,641,9635.112305,1892.334106
Spider-Man (Classic),321,2,Spider-Man (Classic),92,Spider-Man (Classic),Green Goblin,SPIDER-MAN (CLASSIC),Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Green Goblin - ,37,Normal,,1,1,642,2705.425537,9438.308594
Green Goblin,322,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Seething Hatred,,Seething Hatred,,,,,Negative,,37,Normal,,1,1,643,9635.112305,1892.334106
Spider-Man (Miles Morales),322,2,Spider-Man (Miles Morales),93,Spider-Man (Miles Morales),Green Goblin,SPIDER-MAN (MILES MORALES),Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Green Goblin - ,37,Normal,,1,1,644,5268.460449,4462.17041
Green Goblin,323,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Seething Hatred,,Seething Hatred,,,,,Negative,,37,Normal,,1,1,645,9635.112305,1892.334106
Spider-Man (Stark Enhanced),323,2,Spider-Man (Stark Enhanced),94,Spider-Man (Stark Enhanced),Green Goblin,SPIDER-MAN (STARK ENHANCED),Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Green Goblin - ,37,Normal,,1,1,646,3195.882813,4625.705566
Green Goblin,324,1,,37,Green Goblin,Green Goblin,GREEN GOBLIN,Seething Hatred,,Seething Hatred,,,,,Negative,,37,Normal,,1,1,647,9635.112305,1892.334106
Spider-Man (Symbiote),324,2,Spider-Man (Symbiote),95,Spider-Man (Symbiote),Green Goblin,SPIDER-MAN (SYMBIOTE),Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Green Goblin - ,37,Normal,,1,1,648,5474.13623,7102.093262
